"Word","Length","Freq_HAL","Log_Freq_HAL","POS","I_Mean_RT","I_Mean_Accuracy"
"bootlace","8","1","0.00","NN","830.06","0.94"
"bootleg","7","2575","7.85","JJ|NN","742.84","0.97"
"bootlegger","10","76","4.33","NN","807.70","0.88"
"bootleggers","11","169","5.13","NN","893.27","0.94"
"bootlegging","11","131","4.88","NN|VB","804.12","1.00"
"bootless","8","16","2.77","JJ","753.18","1.00"
"boots","5","10725","9.28","NN|VB","563.65","1.00"
"bootstraps","10","101","4.62","NN|VB","945.90","0.91"
"booty","5","372","5.92","NN","731.29","0.97"
"booze","5","962","6.87","NN|VB","637.74","0.97"
"boozer","6","47","3.85","NN","668.96","0.76"
"bop","3","891","6.79","NN|VB","837.79","0.71"
"bopper","6","116","4.75","NN","876.05","0.66"
"borage","6","29","3.37","NN","847.33","0.18"
"borax","5","342","5.83","NN","822.00","0.40"
"Bordeaux","8","518","6.25","NN","740.23","0.65"
"bordello","8","64","4.16","NN","814.27","0.45"
"border","6","16800","9.73","NN|VB","638.00","0.97"
"bordered","8","2036","7.62","VB","710.66","0.88"
"bordering","9","602","6.40","VB","690.26","1.00"
"borderland","10","53","3.97","NN","849.60","0.91"
"borderlands","11","195","5.27","NN","936.84","0.94"
"borderline","10","1089","6.99","JJ|NN","683.06","1.00"
"borders","7","6711","8.81","NN|VB","618.26","0.97"
"bore","4","3598","8.19","VB|NN","740.19","0.91"
"bored","5","7024","8.86","VB|JJ","599.65","1.00"
"boredom","7","1487","7.30","NN","712.39","1.00"
"borer","5","34","3.53","NN","691.52","0.64"
"bores","5","268","5.59","VB|NN","674.75","0.80"
"boric","5","212","5.36","JJ","761.73","0.32"
"boring","6","12707","9.45","JJ|NN|VB","671.15","1.00"
"born","4","35181","10.47","VB|JJ","584.21","1.00"
"borne","5","6011","8.70","VB|JJ","820.31","0.37"
"Borneo","6","225","5.42","NN","742.22","0.58"
"boron","5","186","5.23","NN","1052.55","0.31"
"borough","7","446","6.10","NN","772.88","0.76"
"boroughs","8","96","4.56","NN","844.26","0.70"
"borrow","6","4242","8.35","VB","618.06","0.94"
"borrowed","8","3493","8.16","VB","672.55","0.94"
"borrower","8","253","5.53","NN","759.35","0.97"
"borrowing","9","2325","7.75","NN|VB|JJ","734.97","1.00"
"borrows","7","399","5.99","VB","688.16","0.97"
"borscht","7","39","3.66","NN","697.25","0.12"
"bosom","5","551","6.31","NN","892.45","0.65"
"bosoms","6","63","4.14","NN","770.67","0.68"
"boss","4","10002","9.21","NN|VB","595.69","1.00"
"bossed","6","28","3.33","VB","741.45","0.91"
"bosses","6","1466","7.29","NN|VB","640.44","1.00"
"bossman","7","29","3.37","NULL","694.33","0.82"
"boss's","6","196","5.28","encl","678.55","0.97"
"bossy","5","311","5.74","JJ","677.42","0.97"
"Boston","6","27335","10.22","NN","585.48","1.00"
"Bostonian","9","55","4.01","NN|JJ","866.38","0.94"
"Bostonians","10","67","4.20","NULL","900.45","0.88"
"Boston's","8","382","5.95","encl","660.81","0.94"
"botanical","9","821","6.71","JJ","788.20","0.94"
"botanist","8","336","5.82","NN","842.07","0.82"
"botanists","9","82","4.41","NN","812.42","0.73"
"botany","6","622","6.43","NN","842.32","0.91"
"botch","5","243","5.49","VB|NN","741.00","0.61"
"both","4","296623","12.60","minor","599.12","1.00"
"bother","6","20419","9.92","VB|NN|minor","688.88","1.00"
"bothered","8","7149","8.87","VB|JJ","656.61","0.97"
"bothering","9","2369","7.77","VB","653.39","0.97"
"bothers","7","2907","7.97","VB","793.16","0.97"
"bothersome","10","441","6.09","JJ","841.03","1.00"
"bottle","6","18633","9.83","NN|VB","607.21","1.00"
"bottled","7","1255","7.13","JJ|VB","785.43","0.97"
"bottleneck","10","1037","6.94","NN","721.42","0.91"
"bottlenecks","11","378","5.93","NN","823.09","0.97"
"bottles","7","5673","8.64","NN|VB","611.97","0.97"
"bottling","8","600","6.40","NN|VB","752.41","0.91"
"bottom","6","43483","10.68","NN|VB|JJ","648.65","1.00"
"bottomless","10","1732","7.46","JJ","682.41","0.94"
"bottoms","7","1520","7.33","NN|VB","655.00","1.00"
"botulism","8","171","5.14","NN","879.63","0.47"
"boudoir","7","49","3.89","NN","994.46","0.37"
"bough","5","296","5.69","NN","736.45","0.65"
"boughs","6","35","3.56","NN","945.04","0.68"
"bought","6","57147","10.95","VB","695.61","0.97"
"bouillabaisse","13","38","3.64","NN","1040.14","0.24"
"bouillon","8","96","4.56","NN","931.86","0.68"
"boulder","7","6519","8.78","NN","710.79","0.88"
"boulders","8","342","5.83","NN","706.93","0.88"
"boulevard","9","2518","7.83","NN","832.73","0.94"
"boulevards","10","33","3.50","NN","806.19","0.84"
"bounce","6","4232","8.35","VB|NN","564.71","0.97"
"bounced","7","3458","8.15","VB","637.00","0.97"
"bouncer","7","288","5.66","NN","685.29","1.00"
"bouncing","8","2515","7.83","VB|NN","594.64","0.97"
"bouncy","6","468","6.15","JJ","670.79","0.97"
"bound","5","12725","9.45","VB|NN","639.61","1.00"
"boundaries","10","4981","8.51","NN","679.61","0.97"
"boundary","8","4319","8.37","NN","690.73","0.97"
"bounded","7","690","6.54","VB","683.37","0.97"
"bounding","8","582","6.37","VB","785.90","0.91"
"boundless","9","449","6.11","JJ","718.34","0.97"
"bounds","6","2885","7.97","NN|VB","654.06","0.94"
"bounteous","9","20","3.00","JJ","1199.82","0.53"
"bountiful","9","227","5.42","JJ","886.48","0.82"
"bounty","6","1701","7.44","NN","735.19","0.97"
"bouquet","7","597","6.39","NN","722.32","0.97"
"bouquets","8","128","4.85","NN","769.84","0.97"
"bourbon","7","457","6.12","NN","729.72","0.88"
"bourbons","8","125","4.83","NN","890.67","0.91"
"bourgeois","9","765","6.64","JJ|NN","831.83","0.74"
"bourgeoisie","11","515","6.24","NN","1035.35","0.67"
"bout","4","5608","8.63","NN","710.77","0.71"
"boutique","8","687","6.53","NN","703.72","0.97"
"bouts","5","522","6.26","NN","758.43","0.62"
"bovine","6","899","6.80","JJ|NN","771.50","0.61"
"bovines","7","53","3.97","NN","747.00","0.30"
"bow","3","7503","8.92","NN","657.29","1.00"
"bowed","5","1014","6.92","JJ","712.90","0.94"
"bowel","5","953","6.86","NN","667.13","0.94"
"bowels","6","767","6.64","NN","699.97","0.91"
"bower","5","387","5.96","NN","933.78","0.55"
"bowers","6","1145","7.04","NN","868.11","0.55"
"Bowie","5","1443","7.27","NN","756.85","0.61"
"bowing","6","674","6.51","VB|NN","723.44","0.97"
"bowl","4","10720","9.28","NN|VB","602.03","0.94"
"bowler","6","1306","7.17","NN","697.25","0.85"
"bowling","7","5426","8.60","NN|VB","598.64","0.97"
"bowls","5","1100","7.00","NN|VB","617.10","0.91"
"bowman","6","3035","8.02","NN","872.50","0.73"
"bows","4","1206","7.10","NN|VB","694.55","0.97"
"bowstring","9","49","3.89","NN","997.09","0.70"
"bowwow","6","2","0.69","NN","954.08","0.39"
"box","3","171530","12.05","NN|VB","697.03","1.00"
"boxcar","6","249","5.52","NN","683.29","0.90"
"boxcars","7","89","4.49","NN","682.82","0.97"
"boxed","5","3530","8.17","VB","605.49","1.00"
"boxer","5","1744","7.46","NN","574.91","0.94"
"boxes","5","24778","10.12","NN|VB","625.94","1.00"
"boxing","6","2810","7.94","NN|VB","551.50","0.97"
"boxwood","7","69","4.23","NN","877.96","0.70"
"boxy","4","122","4.80","JJ","759.00","0.59"
"boy","3","42823","10.66","NN","532.91","0.97"
"boycott","7","3052","8.02","NN|VB","646.68","1.00"
"boycotted","9","205","5.32","JJ|VB","702.78","0.94"
"boyfriend","9","4682","8.45","NN","654.84","0.97"
"boyhood","7","451","6.11","NN","720.61","1.00"
"boyish","6","623","6.43","JJ","722.42","0.91"
"boys","4","23926","10.08","NN","688.31","0.97"
"boy's","5","2837","7.95","encl","564.47","0.97"
"bra","3","3728","8.22","NN","659.28","0.94"
"brace","5","1418","7.26","NN|VB","583.88","0.97"
"braced","6","269","5.59","VB|JJ","673.97","0.94"
"bracelet","8","443","6.09","NN","673.48","0.94"
"braces","6","845","6.74","NN|VB","632.42","1.00"
"brace's","7","0","0.00","NULL","757.23","0.88"
"bracing","7","331","5.80","VB","789.03","0.91"
"bracken","7","199","5.29","NN","888.88","0.50"
"bracket","7","2667","7.89","NN|VB","808.16","0.97"
"brackets","8","2652","7.88","NN|VB","759.67","0.97"
"Brad","4","12450","9.43","NN","666.65","0.94"
"Bradley","7","5568","8.62","NN","725.38","0.97"
"brae","4","124","4.82","NN","583.83","0.18"
"brag","4","1165","7.06","VB","675.50","0.94"
"braggart","8","59","4.08","NN|JJ","823.84","0.58"
"bragged","7","258","5.55","VB","699.56","0.97"
"braggadocio","11","60","4.09","NN","889.40","0.15"
"bragging","8","1038","6.95","VB","659.27","0.97"
"Brahmin","7","357","5.88","NN","1083.43","0.23"
"Brahms","6","2048","7.62","NN","811.37","0.61"
"braid","5","501","6.22","NN|VB","703.06","0.97"
"braided","7","431","6.07","JJ|VB","737.65","0.91"
"braiding","8","103","4.63","VB","921.75","0.88"
"braids","6","186","5.23","NN|VB","604.57","0.94"
"braille","7","528","6.27","NN","817.33","0.73"
"brain","5","54113","10.90","NN","583.88","1.00"
"brainchild","10","222","5.40","NN","798.91","0.94"
"brains","6","6642","8.80","NN","616.42","0.97"
"brain's","7","383","5.95","encl","649.41","0.97"
"brainstorm","10","642","6.46","NN","709.70","1.00"
"brainwash","9","1437","7.27","VB","758.03","0.94"
"brainwashing","12","1120","7.02","VB|NN","920.73","0.97"
"brainwave","9","168","5.12","NN","850.56","0.91"
"brainy","6","258","5.55","JJ","683.73","0.97"
"braise","6","19","2.94","VB","830.83","0.40"
"brake","5","6154","8.72","NN|VB","662.09","1.00"
"brakeman","8","35","3.56","NN","864.08","0.80"
"brakes","6","4661","8.45","NN|VB","618.18","0.97"
"bramble","7","267","5.59","NN","735.23","0.39"
"brambles","8","2560","7.85","NN","787.39","0.53"
"bran","4","594","6.39","NN","713.67","0.56"
"branch","6","13544","9.51","NN|VB","625.55","1.00"
"branched","8","280","5.63","VB","612.47","0.94"
"branches","8","4575","8.43","NN|VB","667.66","0.94"
"branching","9","527","6.27","VB|NN","732.67","0.97"
"branchy","7","2","0.69","JJ","777.21","0.85"
"brand","5","25019","10.13","NN|VB","562.47","1.00"
"branded","7","959","6.87","VB","664.85","1.00"
"brandish","8","64","4.16","VB","929.18","0.85"
"brandishing","11","174","5.16","VB|NN","836.50","0.77"
"Brandon","7","4540","8.42","NN","755.16","1.00"
"Brandon's","9","92","4.52","encl","684.58","0.97"
"brands","6","5196","8.56","NN|VB","615.71","0.91"
"brandy","6","1564","7.36","NN","708.61","1.00"
"Brandywine","10","121","4.80","NN","940.72","0.86"
"brash","5","246","5.51","JJ","751.50","0.67"
"brashness","9","19","2.94","NN","837.68","0.63"
"brass","5","12055","9.40","NN","652.50","0.88"
"brasserie","9","32","3.47","NN","991.76","0.53"
"brassiere","9","136","4.91","NN","881.30","0.59"
"brassy","6","57","4.04","JJ","783.10","0.62"
"brat","4","1080","6.98","NN","607.62","1.00"
"bratwurst","9","38","3.64","NN","821.52","0.78"
"bravado","7","263","5.57","NN","914.44","0.79"
"brave","5","5524","8.62","JJ","573.09","0.97"
"braved","6","79","4.37","VB","718.97","1.00"
"bravely","7","341","5.83","RB","658.45","0.94"
"braver","6","261","5.56","JJ","666.19","0.82"
"bravery","7","455","6.12","NN","626.03","1.00"
"braves","6","1057","6.96","NN","582.00","1.00"
"bravest","7","92","4.52","JJ","732.68","0.94"
"braving","7","50","3.91","VB|NN","656.83","0.94"
"bravo","5","2368","7.77","minor","650.28","0.97"
"brawl","5","1090","6.99","NN|VB","592.29","0.94"
"brawn","5","269","5.59","NN","800.91","0.70"
"bray","4","761","6.63","VB|NN","729.07","0.42"
"braying","7","52","3.95","JJ|VB","1046.71","0.21"
"brazen","6","307","5.73","JJ","735.04","0.82"
"brazenly","8","198","5.29","RB","838.92","0.69"
"brazenness","10","9","2.20","NN","1009.71","0.53"
"brazier","7","59","4.08","NN","738.38","0.77"
"Brazil","6","6287","8.75","NN","664.44","0.91"
"Brazilian","9","2138","7.67","JJ|NN","755.85","0.94"
"breach","6","2604","7.86","NN|VB","724.65","0.94"
"breaching","9","199","5.29","VB","816.68","0.97"
"bread","5","9063","9.11","NN","589.50","1.00"
"breadbasket","11","37","3.61","NN","857.00","0.88"
"breadboard","10","123","4.81","NN","816.59","0.84"
"breadcrumb","10","12","2.48","NN","746.34","0.97"
"breaded","7","40","3.69","NULL","705.88","0.94"
"breadfruit","10","7","1.95","NN","930.65","0.77"
"breadline","9","11","2.40","NN","884.46","0.81"
"breadth","7","1090","6.99","NN","741.70","0.59"
"breadwinner","11","91","4.51","NN","898.97","0.97"
"break","5","47766","10.77","VB|NN","604.15","1.00"
"breakable","9","217","5.38","JJ","656.38","1.00"
"breakables","10","14","2.64","NN","845.30","0.97"
"breakage","8","474","6.16","NN","738.48","0.94"
"breakaway","9","606","6.41","NN","663.76","1.00"
"breakdown","9","3655","8.20","NN","750.28","0.97"
"breakdowns","10","353","5.87","NN","729.25","0.97"
"breaker","7","1545","7.34","NN","649.97","1.00"
"breakers","8","695","6.54","NN","616.43","1.00"
"breakfast","9","7624","8.94","NN|VB","639.35","1.00"
"breakfasted","11","8","2.08","VB","954.33","0.64"
"breakfasts","10","380","5.94","NN|VB","862.57","0.97"
"breaking","8","12257","9.41","VB|NN","578.91","1.00"
"breakneck","9","104","4.64","JJ","919.16","0.94"
"breakout","8","1479","7.30","NN","646.53","1.00"
"breaks","6","10802","9.29","NN|VB","625.85","0.97"
"breakthrough","12","1639","7.40","NN","766.42","1.00"
"breakthroughs","13","461","6.13","NN","774.94","0.97"
"breakup","7","713","6.57","NN","600.56","1.00"
"breakups","8","58","4.06","NN","706.82","1.00"
"breakwater","10","42","3.74","NN","789.81","0.94"
"breakwaters","11","21","3.04","NN","887.47","0.94"
"breast","6","7545","8.93","NN|VB","631.97","1.00"
"breastbone","10","64","4.16","NN","764.23","0.94"
"breasted","8","265","5.58","VB","777.84","0.97"
"breastfeed","10","386","5.96","VB","924.41","0.94"
"breastplate","11","124","4.82","NN","925.45","1.00"
"breasts","7","10188","9.23","NN|VB","600.88","0.97"
"breaststroke","12","93","4.53","NN","1002.35","0.79"
"breastwork","10","2","0.69","NN","912.07","0.82"
"breath","6","14432","9.58","NN","614.71","1.00"
"breathalyse","11","0","0.00","NN|VB|JJ","1455.40","0.17"
"breathe","7","3117","8.04","VB","661.61","1.00"
"breathed","8","1133","7.03","VB","862.73","0.94"
"breather","8","373","5.92","NN","809.76","0.78"
"breathes","8","437","6.08","VB","863.50","0.94"
"breathing","9","7054","8.86","NN|VB","613.30","1.00"
"breathless","10","546","6.30","JJ","703.15","1.00"
"breathlessly","12","185","5.22","RB","816.94","0.97"
"breaths","7","593","6.39","NN","668.62","0.97"
"breathtaking","12","641","6.46","JJ","774.47","1.00"
"breathy","7","89","4.49","JJ","794.26","0.84"
"bred","4","3086","8.03","VB|JJ","685.59","0.84"
"breech","6","516","6.25","NN|VB","649.41","0.91"
"breeches","8","147","4.99","NN","829.03","0.91"
"breed","5","15241","9.63","NN|VB","647.18","1.00"
"breeder","7","4110","8.32","NN","753.58","0.97"
"breeding","8","8624","9.06","VB|NN","604.09","0.97"
"breeds","6","5486","8.61","NN|VB","646.97","0.94"
"breed's","7","218","5.38","NULL","718.69","0.97"
"breeze","6","2120","7.66","NN|VB","616.63","0.97"
"breezes","7","148","5.00","NN|VB","601.38","0.94"
"breezy","6","151","5.02","JJ","673.59","0.91"
"brethren","8","1350","7.21","NN","848.25","0.73"
"Breton","6","952","6.86","NN","748.29","0.22"
"Brett","5","8383","9.03","NN","729.52","0.94"
"brevity","7","862","6.76","NN","808.47","0.59"
"brew","4","2988","8.00","VB|NN","679.56","1.00"
"brewed","6","1099","7.00","VB","667.91","0.97"
"brewers","7","1224","7.11","NN","694.56","1.00"
"bishops","7","876","6.78","NN","702.06","0.97"
"Bismarck","8","409","6.01","NN","899.70","0.79"
"bison","5","1083","6.99","NN","820.71","0.91"
"bisque","6","110","4.70","NN","760.77","0.67"
"bistro","6","195","5.27","NN","716.12","0.76"
"bit","3","159206","11.98","NN|VB","603.48","1.00"
"bitch","5","9406","9.15","NN|VB","646.25","1.00"
"bite","4","8162","9.01","NN|VB","576.55","0.94"
"biter","5","109","4.69","NN","879.44","0.56"
"bites","5","2886","7.97","NN|VB","660.88","1.00"
"biting","6","2397","7.78","VB","758.97","0.91"
"bits","4","23833","10.08","NN","656.97","1.00"
"bitten","6","1324","7.19","VB","714.74","0.91"
"bitter","6","5910","8.68","JJ","609.97","0.94"
"bitterest","9","36","3.58","JJ","853.20","0.63"
"bitterly","8","695","6.54","RB","781.04","0.79"
"bitterness","10","1210","7.10","NN","668.74","1.00"
"bitters","7","130","4.87","NN","862.78","0.82"
"bittersweet","11","315","5.75","JJ|NN","674.35","0.91"
"bivalve","7","7","1.95","NN","935.94","0.53"
"bivouac","7","42","3.74","NN","844.25","0.12"
"biweekly","8","532","6.28","JJ|RB","905.96","0.74"
"biz","3","3985","8.29","NN","758.82","0.65"
"bizarre","7","5944","8.69","JJ","722.25","1.00"
"blab","4","109","4.69","VB|NN","752.72","0.74"
"blabbed","7","33","3.50","VB","808.38","0.88"
"blabbermouth","12","15","2.71","NN","856.09","0.94"
"black","5","160756","11.99","JJ|NN|VB","658.03","1.00"
"blackball","9","48","3.87","VB|NN","805.67","0.94"
"blackberry","10","130","4.87","NN|VB","721.58","1.00"
"blackbird","9","562","6.33","NN","643.23","0.97"
"blackbirds","10","100","4.61","NN","673.15","1.00"
"blackboard","10","462","6.14","NN","703.97","1.00"
"blacked","7","450","6.11","VB","805.56","0.93"
"blacken","7","86","4.45","VB","760.06","0.89"
"blackened","9","687","6.53","VB|JJ","720.40","0.88"
"blackening","10","81","4.39","NN|VB","818.55","0.97"
"blackest","8","111","4.71","JJ","964.68","0.74"
"Blackfeet","9","15","2.71","NN","912.31","0.79"
"blackhead","9","9","2.20","NN","756.58","1.00"
"blacking","8","97","4.57","NN|VB","797.96","0.71"
"blackjack","9","2854","7.96","NN","658.56","1.00"
"blacklist","9","485","6.18","NN|VB","715.82","1.00"
"blackmail","9","927","6.83","NN|VB","739.42","0.97"
"blackmailed","11","130","4.87","VB","761.79","0.97"
"blackmailer","11","21","3.04","NN","916.28","0.91"
"blackness","9","487","6.19","NN","637.94","1.00"
"blackout","8","672","6.51","NN|VB","653.41","1.00"
"blacks","6","10744","9.28","NN|VB","627.88","0.97"
"black's","7","657","6.49","encl","753.16","0.94"
"blacksmith","10","4749","8.47","NN","781.25","0.97"
"bladder","7","1649","7.41","NN","686.58","0.94"
"blade","5","9592","9.17","NN","542.93","0.94"
"blades","6","4321","8.37","NN","676.12","0.97"
"blah","4","12804","9.46","NN|minor","768.29","0.71"
"blame","5","17326","9.76","VB|NN","546.31","1.00"
"blamed","6","2789","7.93","VB","656.19","0.97"
"blameless","9","256","5.55","JJ","673.52","0.91"
"blameworthy","11","31","3.43","JJ","869.18","0.88"
"blaming","7","2373","7.77","VB","658.00","0.94"
"blanch","6","92","4.52","VB","787.71","0.77"
"bland","5","1678","7.43","JJ","653.13","0.91"
"blandly","7","70","4.25","RB","962.90","0.88"
"blandness","9","55","4.01","NN","921.16","0.81"
"blank","5","15240","9.63","JJ|NN","533.03","0.97"
"blanket","7","3814","8.25","NN","630.48","0.97"
"blanketed","9","110","4.70","VB","761.63","0.84"
"blankets","8","1033","6.94","NN","673.15","0.97"
"blanks","6","2524","7.83","NN","584.75","0.94"
"blare","5","48","3.87","NN|VB","855.73","0.79"
"blared","6","69","4.23","VB","794.16","0.91"
"blaring","7","222","5.40","VB","643.29","0.88"
"blarney","7","71","4.26","NN","831.53","0.50"
"blase","5","150","5.01","JJ|NN","794.85","0.39"
"blaspheme","9","110","4.70","VB","975.96","0.76"
"blasphemed","10","74","4.30","VB","939.00","0.69"
"blasphemer","10","122","4.80","NN","859.76","0.52"
"blasphemies","11","28","3.33","NN","1086.82","0.69"
"blasphemous","11","445","6.10","JJ","886.08","0.81"
"blasphemy","9","1496","7.31","NN","804.84","0.94"
"blast","5","18943","9.85","NN|VB","598.09","1.00"
"blasted","7","1574","7.36","VB","633.06","1.00"
"blasting","8","1844","7.52","VB|NN","672.15","0.97"
"blasts","6","1449","7.28","NN|VB","684.43","1.00"
"blatancy","8","2","0.69","NULL","779.29","0.50"
"blatant","7","3260","8.09","JJ","732.79","0.69"
"blather","7","442","6.09","VB","713.89","0.26"
"blaze","5","4591","8.43","NN|VB","584.62","0.97"
